timestamp,junction_id,hour,day_of_week,approach_direction,vehicle_count,congestion_score
2025-10-02 08:00:00,1,8,3,West,92,9.38
2025-10-02 08:15:00,1,8,3,North,88,9.05
2025-10-02 08:15:00,1,8,3,South,71,6.49
2025-10-02 08:15:00,1,8,3,East,83,8.97
2025-10-02 08:15:00,1,8,3,West,92,8.35
2025-10-02 08:30:00,1,8,3,North,65,6.56
2025-10-02 08:30:00,1,8,3,South,85,9.39
2025-10-02 08:30:00,1,8,3,East,70,6.93
2025-10-02 08:30:00,1,8,3,West,68,6.62
2025-10-02 08:45:00,1,8,3,North,80,7.95
2025-10-02 08:45:00,1,8,3,South,92,9.24
2025-10-02 08:45:00,1,8,3,East,85,8.27
2025-10-02 08:45:00,1,8,3,West,69,7.52
2025-10-02 09:00:00,1,9,3,North,70,6.69
2025-10-02 09:00:00,1,9,3,South,84,7.49
2025-10-02 09:00:00,1,9,3,East,70,8.17
2025-10-02 09:00:00,1,9,3,West,80,7.76
2025-10-02 09:15:00,1,9,3,North,88,8.4
2025-10-02 09:15:00,1,9,3,South,78,8.01
2025-10-02 09:15:00,1,9,3,East,66,6.4
2025-10-02 09:15:00,1,9,3,West,62,6.53
2025-10-02 09:30:00,1,9,3,North,70,7.6
2025-10-02 09:30:00,1,9,3,South,70,7.31
2025-10-02 09:30:00,1,9,3,East,87,8.28
2025-10-02 09:30:00,1,9,3,West,88,8.81
2025-10-02 09:45:00,1,9,3,North,85,8.44
2025-10-02 09:45:00,1,9,3,South,81,7.87
2025-10-02 09:45:00,1,9,3,East,90,8.92
2025-10-02 09:45:00,1,9,3,West,83,8.83
2025-10-02 10:00:00,1,10,3,North,64,6.8
2025-10-02 10:00:00,1,10,3,South,66,6.7
2025-10-02 10:00:00,1,10,3,East,56,5.23
2025-10-02 10:00:00,1,10,3,West,66,6.02
2025-10-02 10:15:00,1,10,3,North,76,6.53
2025-10-02 10:15:00,1,10,3,South,77,8.03
2025-10-02 10:15:00,1,10,3,East,62,5.54
2025-10-02 10:15:00,1,10,3,West,74,7.45
2025-10-02 10:30:00,1,10,3,North,70,6.09
2025-10-02 10:30:00,1,10,3,South,74,7.66
2025-10-02 10:30:00,1,10,3,East,74,7.54
2025-10-02 10:30:00,1,10,3,West,72,7.12
2025-10-02 10:45:00,1,10,3,North,80,8.06
2025-10-02 10:45:00,1,10,3,South,58,6.56
2025-10-02 10:45:00,1,10,3,East,80,7.91
2025-10-02 10:45:00,1,10,3,West,70,7.68
2025-10-02 11:00:00,1,11,3,North,58,6.22
2025-10-02 11:00:00,1,11,3,South,54,5.41
2025-10-02 11:00:00,1,11,3,East,50,5.09
2025-10-02 11:00:00,1,11,3,West,77,7.24
2025-10-02 11:15:00,1,11,3,North,78,7.86
2025-10-02 11:15:00,1,11,3,South,78,7.13
2025-10-02 11:15:00,1,11,3,East,50,5.36
2025-10-02 11:15:00,1,11,3,West,54,5.42
2025-10-02 11:30:00,1,11,3,North,61,6.26
2025-10-02 11:30:00,1,11,3,South,56,5.55
2025-10-02 11:30:00,1,11,3,East,53,5.17
2025-10-02 11:30:00,1,11,3,West,54,5.28
2025-10-02 11:45:00,1,11,3,North,71,7.24
2025-10-02 11:45:00,1,11,3,South,72,6.93
2025-10-02 11:45:00,1,11,3,East,68,6.03
2025-10-02 11:45:00,1,11,3,West,63,5.71
2025-10-02 12:00:00,1,12,3,North,59,6.32
2025-10-02 12:00:00,1,12,3,South,49,4.99
2025-10-02 12:00:00,1,12,3,East,65,6.4
2025-10-02 12:00:00,1,12,3,West,49,5.69
2025-10-02 12:15:00,1,12,3,North,69,7.6
2025-10-02 12:15:00,1,12,3,South,51,5.46
2025-10-02 12:15:00,1,12,3,East,47,4.71
2025-10-02 12:15:00,1,12,3,West,51,4.32
2025-10-02 12:30:00,1,12,3,North,48,4.97
2025-10-02 12:30:00,1,12,3,South,58,6.5
2025-10-02 12:30:00,1,12,3,East,64,6.74
2025-10-02 12:30:00,1,12,3,West,50,5.27
2025-10-02 12:45:00,1,12,3,North,41,3.55
2025-10-02 12:45:00,1,12,3,South,50,4.69
2025-10-02 12:45:00,1,12,3,East,67,6.35
2025-10-02 12:45:00,1,12,3,West,61,5.53
2025-10-02 13:00:00,1,13,3,North,42,3.39
2025-10-02 13:00:00,1,13,3,South,44,4.68
2025-10-02 13:00:00,1,13,3,East,32,3.47
2025-10-02 13:00:00,1,13,3,West,37,3.48
2025-10-02 13:15:00,1,13,3,North,58,5.63
2025-10-02 13:15:00,1,13,3,South,55,5.19
2025-10-02 13:15:00,1,13,3,East,54,4.6
2025-10-02 13:15:00,1,13,3,West,58,6.69
2025-10-02 13:30:00,1,13,3,North,54,5.13
2025-10-02 13:30:00,1,13,3,South,30,2.91
2025-10-02 13:30:00,1,13,3,East,37,4.22
2025-10-02 13:30:00,1,13,3,West,38,4.21
2025-10-02 13:45:00,1,13,3,North,33,3.22
2025-10-02 13:45:00,1,13,3,South,57,5.82
2025-10-02 13:45:00,1,13,3,East,33,2.33
2025-10-02 13:45:00,1,13,3,West,30,3.09
2025-10-02 14:00:00,1,14,3,North,42,4.42
2025-10-02 14:00:00,1,14,3,South,41,3.12
2025-10-02 14:00:00,1,14,3,East,41,3.34
2025-10-02 14:00:00,1,14,3,West,20,2.63
2025-10-02 14:15:00,1,14,3,North,36,3.53
2025-10-02 14:15:00,1,14,3,South,33,3.24
2025-10-02 14:15:00,1,14,3,East,42,4.69
2025-10-02 14:15:00,1,14,3,West,23,2.47
2025-10-02 14:30:00,1,14,3,North,45,4.24
2025-10-02 14:30:00,1,14,3,South,39,3.47
2025-10-02 14:30:00,1,14,3,East,21,2.71
2025-10-02 14:30:00,1,14,3,West,22,2.06
2025-10-02 14:45:00,1,14,3,North,41,4.64
2025-10-02 14:45:00,1,14,3,South,47,5.29
2025-10-02 14:45:00,1,14,3,East,37,3.35
2025-10-02 14:45:00,1,14,3,West,26,2.42
2025-10-02 15:00:00,1,15,3,North,29,2.71
2025-10-02 15:00:00,1,15,3,South,35,2.18
2025-10-02 15:00:00,1,15,3,East,29,3.39
2025-10-02 15:00:00,1,15,3,West,28,2.86
2025-10-02 15:15:00,1,15,3,North,29,2.5
2025-10-02 15:15:00,1,15,3,South,11,1.58
2025-10-02 15:15:00,1,15,3,East,21,1.98
2025-10-02 15:15:00,1,15,3,West,27,2.83
2025-10-02 15:30:00,1,15,3,North,24,2.25
2025-10-02 15:30:00,1,15,3,South,36,3.19
2025-10-02 15:30:00,1,15,3,East,22,2.66
2025-10-02 15:30:00,1,15,3,West,36,3.07
2025-10-02 15:45:00,1,15,3,North,38,3.7
2025-10-02 15:45:00,1,15,3,South,33,3.74
2025-10-02 15:45:00,1,15,3,East,29,3.5
2025-10-02 15:45:00,1,15,3,West,33,3.04
2025-10-02 16:00:00,1,16,3,North,14,1.19
2025-10-02 16:00:00,1,16,3,South,29,2.6
2025-10-02 16:00:00,1,16,3,East,11,1.36
2025-10-02 16:00:00,1,16,3,West,8,1.11
2025-10-02 16:15:00,1,16,3,North,28,3.0
2025-10-02 16:15:00,1,16,3,South,21,2.09
2025-10-02 16:15:00,1,16,3,East,5,0.4
2025-10-02 16:15:00,1,16,3,West,21,3.6
2025-10-02 16:30:00,1,16,3,North,16,0.96
2025-10-02 16:30:00,1,16,3,South,7,0.51
2025-10-02 16:30:00,1,16,3,East,27,2.64
2025-10-02 16:30:00,1,16,3,West,5,0.23
2025-10-02 16:45:00,1,16,3,North,29,1.94
2025-10-02 16:45:00,1,16,3,South,5,0.6
2025-10-02 16:45:00,1,16,3,East,25,3.85
2025-10-02 16:45:00,1,16,3,West,28,1.78
2025-10-02 17:00:00,1,17,3,North,17,2.64
2025-10-02 17:00:00,1,17,3,South,19,1.55
2025-10-02 17:00:00,1,17,3,East,21,3.06
2025-10-02 17:00:00,1,17,3,West,5,0.0
2025-10-02 17:15:00,1,17,3,North,8,0.57
2025-10-02 17:15:00,1,17,3,South,5,0.14
2025-10-02 17:15:00,1,17,3,East,5,0.34
2025-10-02 17:15:00,1,17,3,West,5,1.32
2025-10-02 17:30:00,1,17,3,North,11,0.8
2025-10-02 17:30:00,1,17,3,South,16,1.32
2025-10-02 17:30:00,1,17,3,East,22,0.84
2025-10-02 17:30:00,1,17,3,West,10,1.46
2025-10-02 17:45:00,1,17,3,North,16,1.62
2025-10-02 17:45:00,1,17,3,South,8,0.68
2025-10-02 17:45:00,1,17,3,East,13,1.72
2025-10-02 17:45:00,1,17,3,West,5,1.02
2025-10-02 18:00:00,1,18,3,North,6,0.41
2025-10-02 18:00:00,1,18,3,South,9,1.11
2025-10-02 18:00:00,1,18,3,East,5,0.31
2025-10-02 18:00:00,1,18,3,West,8,0.79
2025-10-02 18:15:00,1,18,3,North,9,0.0
2025-10-02 18:15:00,1,18,3,South,11,1.49
2025-10-02 18:15:00,1,18,3,East,5,0.0
2025-10-02 18:15:00,1,18,3,West,10,0.41
2025-10-02 18:30:00,1,18,3,North,5,0.0
2025-10-02 18:30:00,1,18,3,South,11,0.97
2025-10-02 18:30:00,1,18,3,East,5,0.54
2025-10-02 18:30:00,1,18,3,West,5,1.18
2025-10-02 18:45:00,1,18,3,North,5,0.26
2025-10-02 18:45:00,1,18,3,South,5,0.86
2025-10-02 18:45:00,1,18,3,East,6,0.99
2025-10-02 18:45:00,1,18,3,West,12,1.27
2025-10-02 19:00:00,1,19,3,North,5,0.21
2025-10-02 19:00:00,1,19,3,South,5,0.77
2025-10-02 19:00:00,1,19,3,East,5,0.18
2025-10-02 19:00:00,1,19,3,West,5,0.0
2025-10-02 19:15:00,1,19,3,North,5,0.65
2025-10-02 19:15:00,1,19,3,South,11,1.51
2025-10-02 19:15:00,1,19,3,East,5,0.73
2025-10-02 19:15:00,1,19,3,West,5,0.0
2025-10-02 19:30:00,1,19,3,North,5,0.0
2025-10-02 19:30:00,1,19,3,South,5,0.7
2025-10-02 19:30:00,1,19,3,East,5,1.03
2025-10-02 19:30:00,1,19,3,West,5,0.67
2025-10-02 19:45:00,1,19,3,North,5,0.52
2025-10-02 19:45:00,1,19,3,South,5,0.53
2025-10-02 19:45:00,1,19,3,East,5,0.58
2025-10-02 19:45:00,1,19,3,West,12,0.74
2025-10-02 20:00:00,1,20,3,North,5,0.83
2025-10-02 20:00:00,1,20,3,South,13,1.26
2025-10-02 20:00:00,1,20,3,East,5,0.0
2025-10-02 20:00:00,1,20,3,West,11,1.26
2025-10-02 20:15:00,1,20,3,North,5,0.48
2025-10-02 20:15:00,1,20,3,South,11,1.53
2025-10-02 20:15:00,1,20,3,East,5,0.2
2025-10-02 20:15:00,1,20,3,West,5,0.88
2025-10-02 20:30:00,1,20,3,North,5,0.9
2025-10-02 20:30:00,1,20,3,South,5,0.36
2025-10-02 20:30:00,1,20,3,East,8,0.0
2025-10-02 20:30:00,1,20,3,West,5,0.82
2025-10-02 20:45:00,1,20,3,North,5,1.6
2025-10-02 20:45:00,1,20,3,South,5,0.22
2025-10-02 20:45:00,1,20,3,East,5,0.72
2025-10-02 20:45:00,1,20,3,West,5,0.73
2025-10-02 21:00:00,1,21,3,North,16,2.1
2025-10-02 21:00:00,1,21,3,South,5,1.5
2025-10-02 21:00:00,1,21,3,East,5,0.18
2025-10-02 21:00:00,1,21,3,West,12,1.39
2025-10-02 21:15:00,1,21,3,North,5,0.35
2025-10-02 21:15:00,1,21,3,South,5,1.33
2025-10-02 21:15:00,1,21,3,East,14,1.9
2025-10-02 21:15:00,1,21,3,West,5,0.48
2025-10-02 21:30:00,1,21,3,North,5,0.7
2025-10-02 21:30:00,1,21,3,South,5,0.81
2025-10-02 21:30:00,1,21,3,East,5,0.73
2025-10-02 21:30:00,1,21,3,West,5,0.0
2025-10-02 21:45:00,1,21,3,North,5,0.0
2025-10-02 21:45:00,1,21,3,South,5,0.46
2025-10-02 21:45:00,1,21,3,East,6,1.24
2025-10-02 21:45:00,1,21,3,West,12,1.25
2025-10-02 22:00:00,1,22,3,North,5,0.19
2025-10-02 22:00:00,1,22,3,South,5,1.51
2025-10-02 22:00:00,1,22,3,East,5,0.58
2025-10-02 22:00:00,1,22,3,West,17,2.58
2025-10-02 22:15:00,1,22,3,North,12,2.0
2025-10-02 22:15:00,1,22,3,South,5,0.14
2025-10-02 22:15:00,1,22,3,East,8,0.61
2025-10-02 22:15:00,1,22,3,West,5,0.0
2025-10-02 22:30:00,1,22,3,North,6,0.97
2025-10-02 22:30:00,1,22,3,South,5,0.91
2025-10-02 22:30:00,1,22,3,East,21,2.37
2025-10-02 22:30:00,1,22,3,West,21,2.63
2025-10-02 22:45:00,1,22,3,North,22,2.23
2025-10-02 22:45:00,1,22,3,South,5,0.0
2025-10-02 22:45:00,1,22,3,East,5,0.15
2025-10-02 22:45:00,1,22,3,West,11,0.13
2025-10-02 23:00:00,1,23,3,North,5,0.81
2025-10-02 23:00:00,1,23,3,South,28,3.56
2025-10-02 23:00:00,1,23,3,East,17,1.35
2025-10-02 23:00:00,1,23,3,West,10,1.47
2025-10-02 23:15:00,1,23,3,North,18,1.85
2025-10-02 23:15:00,1,23,3,South,7,0.35
2025-10-02 23:15:00,1,23,3,East,5,1.03
2025-10-02 23:15:00,1,23,3,West,6,0.34
2025-10-02 23:30:00,1,23,3,North,24,2.84
2025-10-02 23:30:00,1,23,3,South,16,2.54
2025-10-02 23:30:00,1,23,3,East,16,1.05
2025-10-02 23:30:00,1,23,3,West,18,1.43
2025-10-02 23:45:00,1,23,3,North,5,1.04
2025-10-02 23:45:00,1,23,3,South,13,1.74
2025-10-02 23:45:00,1,23,3,East,6,0.0
2025-10-02 23:45:00,1,23,3,West,25,2.32
2025-10-03 00:00:00,1,0,4,North,35,2.34
2025-10-03 00:00:00,1,0,4,South,32,3.47
2025-10-03 00:00:00,1,0,4,East,34,2.83
2025-10-03 00:00:00,1,0,4,West,16,2.53
2025-10-03 00:15:00,1,0,4,North,24,2.27
2025-10-03 00:15:00,1,0,4,South,13,1.06
2025-10-03 00:15:00,1,0,4,East,35,2.5
2025-10-03 00:15:00,1,0,4,West,14,2.31
2025-10-03 00:30:00,1,0,4,North,15,1.95
2025-10-03 00:30:00,1,0,4,South,16,1.92
2025-10-03 00:30:00,1,0,4,East,14,1.12
2025-10-03 00:30:00,1,0,4,West,11,0.42
2025-10-03 00:45:00,1,0,4,North,35,3.11
2025-10-03 00:45:00,1,0,4,South,33,2.75
2025-10-03 00:45:00,1,0,4,East,24,1.69
2025-10-03 00:45:00,1,0,4,West,14,1.34
2025-10-03 01:00:00,1,1,4,North,47,4.69
2025-10-03 01:00:00,1,1,4,South,35,3.55
2025-10-03 01:00:00,1,1,4,East,39,4.11
2025-10-03 01:00:00,1,1,4,West,31,3.04
2025-10-03 01:15:00,1,1,4,North,34,3.69
2025-10-03 01:15:00,1,1,4,South,46,4.02
2025-10-03 01:15:00,1,1,4,East,19,1.17
2025-10-03 01:15:00,1,1,4,West,48,4.98
2025-10-03 01:30:00,1,1,4,North,48,4.62
2025-10-03 01:30:00,1,1,4,South,34,4.07
2025-10-03 01:30:00,1,1,4,East,23,2.14
2025-10-03 01:30:00,1,1,4,West,45,4.03
2025-10-03 01:45:00,1,1,4,North,21,2.81
2025-10-03 01:45:00,1,1,4,South,39,4.43
2025-10-03 01:45:00,1,1,4,East,33,3.2
2025-10-03 01:45:00,1,1,4,West,45,4.72
2025-10-03 02:00:00,1,2,4,North,46,3.75
2025-10-03 02:00:00,1,2,4,South,45,4.59
2025-10-03 02:00:00,1,2,4,East,56,6.23
2025-10-03 02:00:00,1,2,4,West,49,5.69
2025-10-03 02:15:00,1,2,4,North,47,4.34
2025-10-03 02:15:00,1,2,4,South,39,3.09
2025-10-03 02:15:00,1,2,4,East,54,5.47
2025-10-03 02:15:00,1,2,4,West,36,3.19
2025-10-03 02:30:00,1,2,4,North,49,4.54
2025-10-03 02:30:00,1,2,4,South,30,4.06
2025-10-03 02:30:00,1,2,4,East,41,4.08
2025-10-03 02:30:00,1,2,4,West,50,4.67
2025-10-03 02:45:00,1,2,4,North,49,5.49
2025-10-03 02:45:00,1,2,4,South,38,3.48
2025-10-03 02:45:00,1,2,4,East,54,5.44
2025-10-03 02:45:00,1,2,4,West,58,5.99
2025-10-03 03:00:00,1,3,4,North,60,4.8
2025-10-03 03:00:00,1,3,4,South,54,5.44
2025-10-03 03:00:00,1,3,4,East,69,6.58
2025-10-03 03:00:00,1,3,4,West,62,5.87
2025-10-03 03:15:00,1,3,4,North,59,5.59
2025-10-03 03:15:00,1,3,4,South,51,6.01
2025-10-03 03:15:00,1,3,4,East,42,3.67
2025-10-03 03:15:00,1,3,4,West,66,6.02
2025-10-03 03:30:00,1,3,4,North,64,5.85
2025-10-03 03:30:00,1,3,4,South,63,5.91
2025-10-03 03:30:00,1,3,4,East,44,4.31
2025-10-03 03:30:00,1,3,4,West,43,4.25
2025-10-03 03:45:00,1,3,4,North,60,5.64
2025-10-03 03:45:00,1,3,4,South,50,4.83
2025-10-03 03:45:00,1,3,4,East,47,4.34
2025-10-03 03:45:00,1,3,4,West,62,5.74
2025-10-03 04:00:00,1,4,4,North,58,5.87
2025-10-03 04:00:00,1,4,4,South,71,5.54
2025-10-03 04:00:00,1,4,4,East,49,4.9
2025-10-03 04:00:00,1,4,4,West,77,7.39
2025-10-03 04:15:00,1,4,4,North,52,5.24
2025-10-03 04:15:00,1,4,4,South,61,5.98
2025-10-03 04:15:00,1,4,4,East,61,5.37
2025-10-03 04:15:00,1,4,4,West,75,7.13
2025-10-03 04:30:00,1,4,4,North,50,5.08
2025-10-03 04:30:00,1,4,4,South,49,4.63
2025-10-03 04:30:00,1,4,4,East,51,5.08
2025-10-03 04:30:00,1,4,4,West,59,5.42
2025-10-03 04:45:00,1,4,4,North,59,5.91
2025-10-03 04:45:00,1,4,4,South,60,6.28
2025-10-03 04:45:00,1,4,4,East,52,4.72
2025-10-03 04:45:00,1,4,4,West,59,6.06
2025-10-03 05:00:00,1,5,4,North,83,7.4
2025-10-03 05:00:00,1,5,4,South,80,8.09
2025-10-03 05:00:00,1,5,4,East,70,6.76
2025-10-03 05:00:00,1,5,4,West,75,7.31
2025-10-03 05:15:00,1,5,4,North,79,7.98
2025-10-03 05:15:00,1,5,4,South,71,7.07
2025-10-03 05:15:00,1,5,4,East,62,6.85
2025-10-03 05:15:00,1,5,4,West,62,6.05
2025-10-03 05:30:00,1,5,4,North,78,8.76
2025-10-03 05:30:00,1,5,4,South,56,5.58
2025-10-03 05:30:00,1,5,4,East,85,8.42
2025-10-03 05:30:00,1,5,4,West,81,8.17
2025-10-03 05:45:00,1,5,4,North,81,8.45
2025-10-03 05:45:00,1,5,4,South,83,8.95
2025-10-03 05:45:00,1,5,4,East,83,8.29
2025-10-03 05:45:00,1,5,4,West,58,6.32
2025-10-03 06:00:00,1,6,4,North,76,7.42
2025-10-03 06:00:00,1,6,4,South,71,6.81
2025-10-03 06:00:00,1,6,4,East,66,5.9
2025-10-03 06:00:00,1,6,4,West,65,7.3
2025-10-03 06:15:00,1,6,4,North,81,7.38
2025-10-03 06:15:00,1,6,4,South,76,7.65
2025-10-03 06:15:00,1,6,4,East,65,5.7
2025-10-03 06:15:00,1,6,4,West,81,9.11
2025-10-03 06:30:00,1,6,4,North,89,9.97
2025-10-03 06:30:00,1,6,4,South,75,7.17
2025-10-03 06:30:00,1,6,4,East,86,9.42
2025-10-03 06:30:00,1,6,4,West,83,9.1
2025-10-03 06:45:00,1,6,4,North,69,6.62
2025-10-03 06:45:00,1,6,4,South,61,6.57
2025-10-03 06:45:00,1,6,4,East,70,6.2
2025-10-03 06:45:00,1,6,4,West,87,8.68
2025-10-03 07:00:00,1,7,4,North,83,8.3
2025-10-03 07:00:00,1,7,4,South,90,9.62
2025-10-03 07:00:00,1,7,4,East,93,9.42
2025-10-03 07:00:00,1,7,4,West,69,6.87
2025-10-03 07:15:00,1,7,4,North,80,8.94
2025-10-03 07:15:00,1,7,4,South,75,7.89
2025-10-03 07:15:00,1,7,4,East,80,7.76
2025-10-03 07:15:00,1,7,4,West,69,8.13
2025-10-03 07:30:00,1,7,4,North,84,7.9
2025-10-03 07:30:00,1,7,4,South,68,7.42
2025-10-03 07:30:00,1,7,4,East,68,6.98
2025-10-03 07:30:00,1,7,4,West,90,8.84
2025-10-03 07:45:00,1,7,4,North,88,9.23
2025-10-03 07:45:00,1,7,4,South,91,9.53
2025-10-03 07:45:00,1,7,4,East,79,7.23
2025-10-03 07:45:00,1,7,4,West,74,6.43
2025-10-03 08:00:00,1,8,4,North,79,9.11
2025-10-03 08:00:00,1,8,4,South,66,6.6
2025-10-03 08:00:00,1,8,4,East,80,7.35
2025-10-03 08:00:00,1,8,4,West,92,8.8
2025-10-03 08:15:00,1,8,4,North,75,7.57
2025-10-03 08:15:00,1,8,4,South,81,7.83
2025-10-03 08:15:00,1,8,4,East,77,7.88
2025-10-03 08:15:00,1,8,4,West,77,8.43
2025-10-03 08:30:00,1,8,4,North,81,8.2
2025-10-03 08:30:00,1,8,4,South,70,7.23
2025-10-03 08:30:00,1,8,4,East,68,6.63
2025-10-03 08:30:00,1,8,4,West,84,8.48
2025-10-03 08:45:00,1,8,4,North,83,8.43
2025-10-03 08:45:00,1,8,4,South,72,7.63
2025-10-03 08:45:00,1,8,4,East,85,8.21
2025-10-03 08:45:00,1,8,4,West,68,7.18
2025-10-03 09:00:00,1,9,4,North,69,6.88
2025-10-03 09:00:00,1,9,4,South,61,6.1
2025-10-03 09:00:00,1,9,4,East,70,6.12
2025-10-03 09:00:00,1,9,4,West,69,7.93
2025-10-03 09:15:00,1,9,4,North,82,8.15
2025-10-03 09:15:00,1,9,4,South,68,7.04
2025-10-03 09:15:00,1,9,4,East,85,8.96
2025-10-03 09:15:00,1,9,4,West,84,8.02
2025-10-03 09:30:00,1,9,4,North,65,7.46
2025-10-03 09:30:00,1,9,4,South,90,8.84
2025-10-03 09:30:00,1,9,4,East,75,8.33
2025-10-03 09:30:00,1,9,4,West,71,7.51
2025-10-03 09:45:00,1,9,4,North,66,6.38
2025-10-03 09:45:00,1,9,4,South,72,6.48
2025-10-03 09:45:00,1,9,4,East,75,8.01
2025-10-03 09:45:00,1,9,4,West,63,6.76
2025-10-03 10:00:00,1,10,4,North,64,6.64
2025-10-03 10:00:00,1,10,4,South,56,5.33
2025-10-03 10:00:00,1,10,4,East,84,8.75
2025-10-03 10:00:00,1,10,4,West,69,6.26
2025-10-03 10:15:00,1,10,4,North,67,7.3
2025-10-03 10:15:00,1,10,4,South,62,5.69
2025-10-03 10:15:00,1,10,4,East,76,7.56
2025-10-03 10:15:00,1,10,4,West,62,5.47
2025-10-03 10:30:00,1,10,4,North,67,6.1
2025-10-03 10:30:00,1,10,4,South,77,6.74
2025-10-03 10:30:00,1,10,4,East,59,6.26
2025-10-03 10:30:00,1,10,4,West,80,7.58
2025-10-03 10:45:00,1,10,4,North,62,6.08
2025-10-03 10:45:00,1,10,4,South,79,8.39
2025-10-03 10:45:00,1,10,4,East,62,6.51
2025-10-03 10:45:00,1,10,4,West,82,7.98
2025-10-03 11:00:00,1,11,4,North,70,6.77
2025-10-03 11:00:00,1,11,4,South,71,6.95
2025-10-03 11:00:00,1,11,4,East,67,6.76
2025-10-03 11:00:00,1,11,4,West,77,7.49
2025-10-03 11:15:00,1,11,4,North,70,6.77
2025-10-03 11:15:00,1,11,4,South,56,4.49
2025-10-03 11:15:00,1,11,4,East,77,7.71
2025-10-03 11:15:00,1,11,4,West,54,4.88
2025-10-03 11:30:00,1,11,4,North,76,7.33
2025-10-03 11:30:00,1,11,4,South,69,7.37
2025-10-03 11:30:00,1,11,4,East,61,6.04
2025-10-03 11:30:00,1,11,4,West,55,4.85
2025-10-03 11:45:00,1,11,4,North,55,4.62
2025-10-03 11:45:00,1,11,4,South,65,6.91
2025-10-03 11:45:00,1,11,4,East,61,6.6
2025-10-03 11:45:00,1,11,4,West,67,5.56
2025-10-03 12:00:00,1,12,4,North,47,5.55
2025-10-03 12:00:00,1,12,4,South,61,5.59
2025-10-03 12:00:00,1,12,4,East,58,6.36
2025-10-03 12:00:00,1,12,4,West,64,6.91
2025-10-03 12:15:00,1,12,4,North,59,6.19
2025-10-03 12:15:00,1,12,4,South,54,4.99
2025-10-03 12:15:00,1,12,4,East,68,6.93
2025-10-03 12:15:00,1,12,4,West,63,6.23
2025-10-03 12:30:00,1,12,4,North,58,6.37
2025-10-03 12:30:00,1,12,4,South,43,3.74
2025-10-03 12:30:00,1,12,4,East,54,5.37
2025-10-03 12:30:00,1,12,4,West,49,4.15
2025-10-03 12:45:00,1,12,4,North,50,5.29
2025-10-03 12:45:00,1,12,4,South,51,5.42
2025-10-03 12:45:00,1,12,4,East,65,6.87
2025-10-03 12:45:00,1,12,4,West,51,5.26
2025-10-03 13:00:00,1,13,4,North,39,3.54
2025-10-03 13:00:00,1,13,4,South,54,4.64
2025-10-03 13:00:00,1,13,4,East,36,3.63
2025-10-03 13:00:00,1,13,4,West,31,3.3
2025-10-03 13:15:00,1,13,4,North,34,4.49
2025-10-03 13:15:00,1,13,4,South,59,5.12
2025-10-03 13:15:00,1,13,4,East,48,5.09
2025-10-03 13:15:00,1,13,4,West,34,3.14
2025-10-03 13:30:00,1,13,4,North,41,4.01
2025-10-03 13:30:00,1,13,4,South,56,5.04
2025-10-03 13:30:00,1,13,4,East,36,4.75
2025-10-03 13:30:00,1,13,4,West,40,3.59
2025-10-03 13:45:00,1,13,4,North,43,5.11
2025-10-03 13:45:00,1,13,4,South,44,4.88
2025-10-03 13:45:00,1,13,4,East,41,4.12
2025-10-03 13:45:00,1,13,4,West,48,5.92
2025-10-03 14:00:00,1,14,4,North,47,4.51
2025-10-03 14:00:00,1,14,4,South,40,3.25
2025-10-03 14:00:00,1,14,4,East,37,4.1
2025-10-03 14:00:00,1,14,4,West,42,3.68
2025-10-03 14:15:00,1,14,4,North,47,3.29
2025-10-03 14:15:00,1,14,4,South,41,3.27
2025-10-03 14:15:00,1,14,4,East,43,4.1
2025-10-03 14:15:00,1,14,4,West,28,2.73
2025-10-03 14:30:00,1,14,4,North,37,3.05
2025-10-03 14:30:00,1,14,4,South,28,3.01
2025-10-03 14:30:00,1,14,4,East,42,3.81
2025-10-03 14:30:00,1,14,4,West,35,2.57
2025-10-03 14:45:00,1,14,4,North,32,3.37
2025-10-03 14:45:00,1,14,4,South,45,4.44
2025-10-03 14:45:00,1,14,4,East,25,2.45
2025-10-03 14:45:00,1,14,4,West,40,4.41
2025-10-03 15:00:00,1,15,4,North,18,1.54
2025-10-03 15:00:00,1,15,4,South,33,3.09
2025-10-03 15:00:00,1,15,4,East,29,2.62
2025-10-03 15:00:00,1,15,4,West,32,2.96
2025-10-03 15:15:00,1,15,4,North,18,1.48
2025-10-03 15:15:00,1,15,4,South,13,0.35
2025-10-03 15:15:00,1,15,4,East,34,3.06
2025-10-03 15:15:00,1,15,4,West,28,2.23
2025-10-03 15:30:00,1,15,4,North,23,3.2
2025-10-03 15:30:00,1,15,4,South,21,3.27
2025-10-03 15:30:00,1,15,4,East,21,2.28
2025-10-03 15:30:00,1,15,4,West,37,5.27
2025-10-03 15:45:00,1,15,4,North,14,0.98
2025-10-03 15:45:00,1,15,4,South,16,1.09
2025-10-03 15:45:00,1,15,4,East,36,4.86
2025-10-03 15:45:00,1,15,4,West,38,4.13
2025-10-03 16:00:00,1,16,4,North,21,1.35
2025-10-03 16:00:00,1,16,4,South,5,0.46
2025-10-03 16:00:00,1,16,4,East,6,0.36
2025-10-03 16:00:00,1,16,4,West,9,0.93
2025-10-03 16:15:00,1,16,4,North,29,2.53
2025-10-03 16:15:00,1,16,4,South,22,1.65
2025-10-03 16:15:00,1,16,4,East,11,0.29
2025-10-03 16:15:00,1,16,4,West,7,1.65
